Board_ID,Difficulty,Algorithm,Threads,Rep,Time_s,Correct
easy_009,Easy,BranchBoundMRV,1,3,0.000644125,1
easy_009,Easy,BranchBoundMRV,1,4,0.000600583,1
easy_009,Easy,BranchBoundMRV,1,5,0.000615542,1
easy_009,Easy,OpenMP,4,1,0.000624180,1
easy_009,Easy,OpenMP,4,2,0.000581026,1
easy_009,Easy,OpenMP,4,3,0.000588894,1
easy_009,Easy,OpenMP,4,4,0.000598192,1
easy_009,Easy,OpenMP,4,5,0.000596046,1
easy_009,Easy,OpenMP,8,1,0.001326084,1
easy_009,Easy,OpenMP,8,2,0.000976086,1
easy_009,Easy,OpenMP,8,3,0.001338005,1
easy_009,Easy,OpenMP,8,4,0.000646114,1
easy_009,Easy,OpenMP,8,5,0.000580072,1
easy_009,Easy,OpenMP,16,1,0.016678095,1
easy_009,Easy,OpenMP,16,2,0.009824991,1
easy_009,Easy,OpenMP,16,3,0.007706881,1
easy_009,Easy,OpenMP,16,4,0.007678032,1
easy_009,Easy,OpenMP,16,5,0.011207819,1
easy_009,Easy,OMP-BranchBoundMRV,4,1,0.000733137,1
easy_009,Easy,OMP-BranchBoundMRV,4,2,0.000660181,1
easy_009,Easy,OMP-BranchBoundMRV,4,3,0.000660896,1
easy_009,Easy,OMP-BranchBoundMRV,4,4,0.000660896,1
easy_009,Easy,OMP-BranchBoundMRV,4,5,0.000694990,1
easy_009,Easy,OMP-BranchBoundMRV,8,1,0.000696898,1
easy_009,Easy,OMP-BranchBoundMRV,8,2,0.000659943,1
easy_009,Easy,OMP-BranchBoundMRV,8,3,0.000663996,1
easy_009,Easy,OMP-BranchBoundMRV,8,4,0.000674009,1
easy_009,Easy,OMP-BranchBoundMRV,8,5,0.000787020,1
easy_009,Easy,OMP-BranchBoundMRV,16,1,0.044430017,1
easy_009,Easy,OMP-BranchBoundMRV,16,2,0.024418831,1
easy_009,Easy,OMP-BranchBoundMRV,16,3,0.019239902,1
easy_009,Easy,OMP-BranchBoundMRV,16,4,0.013419867,1
easy_009,Easy,OMP-BranchBoundMRV,16,5,0.027613878,1
easy_010,Easy,Serial,1,1,0.000041042,1
easy_010,Easy,Serial,1,2,0.000035000,1
easy_010,Easy,Serial,1,3,0.000034792,1
easy_010,Easy,Serial,1,4,0.000059000,1
easy_010,Easy,Serial,1,5,0.000033625,1
easy_010,Easy,Serial-MRV,1,1,0.000475167,1
easy_010,Easy,Serial-MRV,1,2,0.000470375,1
easy_010,Easy,Serial-MRV,1,3,0.000469750,1
easy_010,Easy,Serial-MRV,1,4,0.000515083,1
easy_010,Easy,Serial-MRV,1,5,0.000553834,1
easy_010,Easy,BranchBound,1,1,0.000033333,1
easy_010,Easy,BranchBound,1,2,0.000029834,1
easy_010,Easy,BranchBound,1,3,0.000028875,1
easy_010,Easy,BranchBound,1,4,0.000028792,1
easy_010,Easy,BranchBound,1,5,0.000028625,1
